,developer,score0,img_link,date,pos,console,link,publisher,score1,score2,name,label
1475,Beenox,N/A,http://www.vgchartz.com//games/boxart/full_6417891PALFrontccc.jpg,29th Apr 14,18127,PC,http://www.vgchartz.com//games/game.php?id=78444&region=All,Activision,N/A,N/A,The Amazing Spider-Man 2 (2014)-:-PC,0.01
1476,Imagic,N/A,http://www.vgchartz.com//games/boxart/6174127ccc.jpg,01st Jan 82,854,2600,http://www.vgchartz.com//games/game.php?id=20239&region=All,Imagic,N/A,N/A,Demon Attack-:-2600,2.13
1477,SingleTrac,N/A,http://www.vgchartz.com//games/boxart/3217567ccc.jpg,31st Oct 97,987,PS,http://www.vgchartz.com//games/game.php?id=1076&region=All,Sony Computer Entertainment,N/A,N/A,Jet Moto 2-:-PS,1.94
1478,VIS Entertainment,N/A,http://www.vgchartz.com//games/boxart/1279809ccc.jpg,18th Nov 02,6924,PS2,http://www.vgchartz.com//games/game.php?id=5883&region=All,NewKidCo,N/A,N/A,Tom and Jerry in War of the Whiskers-:-PS2,0.26
1479,Unknown,N/A,http://www.vgchartz.com//games/boxart/default.jpg,24th May 12,16823,PSP,http://www.vgchartz.com//games/game.php?id=70759&region=All,Starfish,N/A,N/A,Elminage Gothic: Ulm Zakir to Yami no Gishiki-:-PSP,0.02
1480,Harmonix Music Systems,N/A,http://www.vgchartz.com//games/boxart/1788205ccc.jpg,09th Nov 04,6014,PS2,http://www.vgchartz.com//games/game.php?id=1102&region=All,Konami,N/A,N/A,Karaoke Revolution Volume 3-:-PS2,0.32
1481,Konami,N/A,http://www.vgchartz.com//games/boxart/full_6640708AmericaFrontccc.jpg,25th Sep 12,6256,X360,http://www.vgchartz.com//games/game.php?id=70987&region=All,Konami Digital Entertainment,N/A,N/A,Pro Evolution Soccer 2013-:-X360,0.3
1482,Unknown,N/A,http://www.vgchartz.com//games/boxart/full_6235191PALFrontccc.jpg,13th Nov 12,7930,PC,http://www.vgchartz.com//games/game.php?id=71118&region=All,Warner Bros. Interactive Entertainment,N/A,N/A,LEGO The Lord of the Rings-:-PC,0.21
1483,Nintendo EAD,10.0,http://www.vgchartz.com//games/boxart/full_1349358AmericaFrontccc.jpg,23rd Nov 98,110,N64,http://www.vgchartz.com//games/game.php?id=2399&region=All,Nintendo,9.9,N/A,The Legend of Zelda: Ocarina of Time-:-N64,7.6
1484,Digital Illusions,N/A,http://www.vgchartz.com//games/boxart/full_459666AmericaFrontccc.jpg,30th Sep 98,15681,PS,http://www.vgchartz.com//games/game.php?id=13602&region=All,Fox Interactive,N/A,N/A,MotorHead-:-PS,0.03
1485,Double Helix Games,N/A,http://www.vgchartz.com//games/boxart/full_1478481JapanFrontccc.jpg,18th Feb 14,17824,PS3,http://www.vgchartz.com//games/game.php?id=74554&region=All,Capcom,N/A,N/A,Strider (2014)-:-PS3,0.01
1486,Avalanche Studios,N/A,http://www.vgchartz.com//games/boxart/full_664593AmericaFrontccc.jpg,23rd Mar 10,1104,PS3,http://www.vgchartz.com//games/game.php?id=24231&region=All,Square Enix,8.3,7.8,Just Cause 2-:-PS3,1.75
1487,Studio Liverpool,N/A,http://www.vgchartz.com//games/boxart/859861ccc.jpg,17th Jun 02,7115,PS2,http://www.vgchartz.com//games/game.php?id=2682&region=All,BAM! Entertainment,N/A,N/A,WipEout Fusion-:-PS2,0.25
1488,Weappy Studio,N/A,http://www.vgchartz.com//games/boxart/full_4370666AmericaFrontccc.jpg,25th Sep 18,17831,NS,http://www.vgchartz.com//games/game.php?id=220933&region=All,THQ Nordic,N/A,N/A,This Is the Police 2-:-NS,0.01
1489,Paramount Interactive,N/A,http://www.vgchartz.com//games/boxart/full_2287949AmericaFrontccc.jpg,06th Jan 09,14171,Wii,http://www.vgchartz.com//games/game.php?id=29459&region=All,505 Games,N/A,N/A,Hotel for Dogs-:-Wii,0.05
1490,Starfish Inc.,N/A,http://www.vgchartz.com//games/boxart/full_3151041AmericaFrontccc.jpg,18th Sep 07,10220,DS,http://www.vgchartz.com//games/game.php?id=18412&region=All,UFO Interactive,N/A,N/A,Smart Boy's Gameroom-:-DS,0.13
1491,Traveller's Tales,N/A,http://www.vgchartz.com//games/boxart/3735935ccc.jpg,14th Nov 05,4834,PS2,http://www.vgchartz.com//games/game.php?id=4963&region=All,Buena Vista,N/A,N/A,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe-:-PS2",0.43
1492,Datam Polystar,N/A,http://www.vgchartz.com//games/boxart/full_5980373JapanFrontccc.jpg,20th Jun 02,17187,PS2,http://www.vgchartz.com//games/game.php?id=4198&region=All,Datam Polystar,N/A,N/A,Roommate Asami: Okusama wa Joshikousei-:-PS2,0.02
1493,NovaLogic,6.0,http://www.vgchartz.com//games/boxart/full_delta-force-2_784AmericaFront.jpg,31st Oct 99,19648,PC,http://www.vgchartz.com//games/game.php?id=25308&region=All,NovaLogic,N/A,N/A,Delta Force 2-:-PC,0.01
1494,Bugbear Entertainment,N/A,http://www.vgchartz.com//games/boxart/4359083ccc.jpg,01st Aug 06,9171,PS2,http://www.vgchartz.com//games/game.php?id=5116&region=All,Vivendi Games,N/A,N/A,FlatOut 2-:-PS2,0.16
1495,Eiconic Games,N/A,http://www.vgchartz.com//games/boxart/full_squeeballs-party_4AmericaFront.jpg,12th Oct 09,8626,DS,http://www.vgchartz.com//games/game.php?id=38117&region=All,Aksys Games,N/A,N/A,Squeeballs Party-:-DS,0.18
1496,Unknown,N/A,http://www.vgchartz.com//games/boxart/full_446712AmericaFrontccc.jpg,N/A,55705,PC,http://www.vgchartz.com//games/game.php?id=223679&region=All,Unknown,N/A,N/A,ZombieCarz-:-PC,0.22
1497,Konami,N/A,http://www.vgchartz.com//games/boxart/full_5613821AmericaFrontccc.jpg,01st Nov 05,15177,XB,http://www.vgchartz.com//games/game.php?id=5811&region=All,Konami,N/A,N/A,Teenage Mutant Ninja Turtles 3: Mutant Nightmare-:-XB,0.04
1498,Tecmo Koei Canada,N/A,http://www.vgchartz.com//games/boxart/full_warriors-legends-of-troy_792AmericaFront.jpg,08th Mar 11,8457,PS3,http://www.vgchartz.com//games/game.php?id=35201&region=All,Tecmo Koei,N/A,N/A,Warriors: Legends of Troy-:-PS3,0.19
1499,In-house,N/A,http://www.vgchartz.com//games/boxart/full_6163034PALFrontccc.jpg,16th Oct 09,20236,Wii,http://www.vgchartz.com//games/game.php?id=38338&region=All,Nordcurrent,N/A,N/A,Ninja Captains-:-Wii,0.01
1500,Bandai Namco Games,N/A,http://www.vgchartz.com//games/boxart/full_7154010JapanFrontccc.jpg,09th Jul 15,10877,PSV,http://www.vgchartz.com//games/game.php?id=85855&region=All,Namco Bandai Games,N/A,N/A,Taiko no Tatsujin: V Version-:-PSV,0.11
1501,Bec,N/A,http://www.vgchartz.com//games/boxart/full_8351475JapanFrontccc.jpg,01st Dec 05,12690,GC,http://www.vgchartz.com//games/game.php?id=4260&region=All,Bandai,N/A,N/A,SD Gundam: Gashapon Wars-:-GC,0.07
1502,Neversoft Entertainment,N/A,http://www.vgchartz.com//games/boxart/3550310ccc.jpg,27th Oct 03,3117,GC,http://www.vgchartz.com//games/game.php?id=5926&region=All,Activision,9.0,N/A,Tony Hawk's Underground-:-GC,0.7
1503,EA Canada,N/A,http://www.vgchartz.com//games/boxart/full_9625007AmericaFrontccc.jpg,27th Sep 16,1565,PS3,http://www.vgchartz.com//games/game.php?id=117270&region=All,Electronic Arts,N/A,N/A,FIFA 17-:-PS3,1.36
1504,Unknown,N/A,http://www.vgchartz.com//games/boxart/default.jpg,10th Jul 12,18660,PS3,http://www.vgchartz.com//games/game.php?id=70483&region=All,Square Enix,N/A,N/A,Quantum Conundrum-:-PS3,0.01
1505,Rebellion Developments,N/A,http://www.vgchartz.com//games/boxart/full_9002393AmericaFrontccc.jpg,13th Oct 16,9073,PS4,http://www.vgchartz.com//games/game.php?id=137629&region=All,Sony Interactive Entertainment,N/A,N/A,Battlezone-:-PS4,0.16
1506,Unknown,N/A,http://www.vgchartz.com//games/boxart/full_3069960PALFrontccc.jpg,07th Dec 12,19231,Wii,http://www.vgchartz.com//games/game.php?id=86007&region=All,Koch Media,N/A,N/A,Kylie Sing and Dance-:-Wii,0.01
1507,Quintet,N/A,http://www.vgchartz.com//games/boxart/full_terranigma_7PALFront.jpg,19th Dec 96,11625,SNES,http://www.vgchartz.com//games/game.php?id=4528&region=All,Nintendo,N/A,N/A,Terranigma-:-SNES,0.09
1508,Tigervision,N/A,http://www.vgchartz.com//games/boxart/3976617ccc.jpg,01st Jan 82,4704,2600,http://www.vgchartz.com//games/game.php?id=20313&region=All,Tigervision,N/A,N/A,Jawbreaker-:-2600,0.45
1509,Inti Creates,N/A,http://www.vgchartz.com//games/boxart/full_6788076JapanFrontccc.jpg,10th Apr 14,13235,3DS,http://www.vgchartz.com//games/game.php?id=79937&region=All,Namco Bandai Games,N/A,N/A,Crayon Shin-chan: Arashi o Yobu Kasukabe Eiga Stars!-:-3DS,0.06
1510,Magic Pockets,N/A,http://www.vgchartz.com//games/boxart/full_1663729AmericaFrontccc.jpg,26th Feb 08,3815,DS,http://www.vgchartz.com//games/game.php?id=16968&region=All,Ubisoft,N/A,N/A,Petz Wild Animals: Tigerz-:-DS,0.56
1511,Blue Tongue,N/A,http://www.vgchartz.com//games/boxart/full_6798432AmericaFrontccc.jpg,20th Oct 09,5543,Wii,http://www.vgchartz.com//games/game.php?id=34887&region=All,THQ,N/A,N/A,Marvel Super Hero Squad-:-Wii,0.36
1512,Omega Force,N/A,http://www.vgchartz.com//games/boxart/full_8486225JapanFrontccc.jpg,30th Mar 17,14477,PSV,http://www.vgchartz.com//games/game.php?id=166781&region=All,Tecmo Koei,N/A,N/A,Warriors All-Stars-:-PSV,0.05
1513,Konami,N/A,http://www.vgchartz.com//games/boxart/1536182ccc.jpg,16th Sep 02,16356,GBA,http://www.vgchartz.com//games/game.php?id=24803&region=All,Konami,7.5,N/A,AirForce Delta Storm-:-GBA,0.02
1514,id Software,N/A,http://www.vgchartz.com//games/boxart/full_2951564AmericaFrontccc.jpg,16th Oct 12,4422,X360,http://www.vgchartz.com//games/game.php?id=71021&region=All,Bethesda Softworks,N/A,N/A,Doom 3 BFG Edition-:-X360,0.48
1515,"Capcom Production Studio 4 / Nude Maker Co., Ltd.",N/A,http://www.vgchartz.com//games/boxart/full_9578244AmericaFrontccc.jpg,21st Nov 02,11556,XB,http://www.vgchartz.com//games/game.php?id=4526&region=All,Capcom,7.7,N/A,Steel Battalion-:-XB,0.1
1516,EA Tiburon,N/A,http://www.vgchartz.com//games/boxart/full_7338951AmericaFrontccc.jpg,06th Sep 06,10702,PS2,http://www.vgchartz.com//games/game.php?id=5417&region=All,EA Sports,N/A,N/A,NASCAR 07-:-PS2,0.11
1517,Compile Heart,N/A,http://www.vgchartz.com//games/boxart/full_1543369AmericaFrontccc.jpg,29th Mar 16,10044,PSV,http://www.vgchartz.com//games/game.php?id=80268&region=All,Idea Factory,N/A,N/A,Trillion: God of Destruction-:-PSV,0.13
1518,Artech Studios,N/A,http://www.vgchartz.com//games/boxart/full_5418468AmericaFrontccc.jpg,24th Mar 04,8313,PS2,http://www.vgchartz.com//games/game.php?id=5945&region=All,Atari,N/A,N/A,Trivial Pursuit unhinged-:-PS2,0.19
1519,LucasArts,N/A,http://www.vgchartz.com//games/boxart/full_8967697AmericaFrontccc.jpg,19th May 99,494,N64,http://www.vgchartz.com//games/game.php?id=4377&region=All,LucasArts,8.7,N/A,Star Wars Episode I Racer-:-N64,3.12
1520,Bandai Namco Games,N/A,http://www.vgchartz.com//games/boxart/default.jpg,01st Dec 11,3990,PS3,http://www.vgchartz.com//games/game.php?id=70220&region=All,Bandai,N/A,N/A,Kidou Senshi Gundam: Extreme VS-:-PS3,0.54
1521,Konami,N/A,http://www.vgchartz.com//games/boxart/full_5496903AmericaFrontccc.jpg,31st May 02,17289,GBA,http://www.vgchartz.com//games/game.php?id=28807&region=All,Konami,N/A,N/A,WTA Tour Tennis-:-GBA,0.02
1522,Camelot Software Planning,N/A,http://www.vgchartz.com//games/boxart/4102422ccc.jpg,28th Aug 00,766,N64,http://www.vgchartz.com//games/game.php?id=3719&region=All,Nintendo,8.8,N/A,Mario Tennis-:-N64,2.32
1523,Avalanche Software,N/A,http://www.vgchartz.com//games/boxart/5355763ccc.jpg,08th Dec 97,5150,N64,http://www.vgchartz.com//games/game.php?id=1420&region=All,Midway Games,N/A,N/A,Mortal Kombat Mythologies: Sub-Zero-:-N64,0.4
1524,Playtonic Games,N/A,http://www.vgchartz.com//games/boxart/full_2749136AmericaFrontccc.jpg,01st Jan 18,51538,PC,http://www.vgchartz.com//games/game.php?id=85441&region=All,Team17 Software,N/A,N/A,Yooka-Laylee-:-PC,0.16
1525,Kaiko,N/A,http://www.vgchartz.com//games/boxart/full_7973442PALFrontccc.jpg,29th Nov 16,52857,PC,http://www.vgchartz.com//games/game.php?id=221407&region=All,THQ Nordic,N/A,N/A,Darksiders: Warmastered Edition-:-PC,2.28
1526,SCEE London Studio,N/A,http://www.vgchartz.com//games/boxart/full_3176272AmericaFrontccc.jpg,17th Nov 09,10684,PS3,http://www.vgchartz.com//games/game.php?id=38616&region=All,Sony Computer Entertainment,N/A,N/A,SingStar Latino-:-PS3,0.12
1527,Bandai Namco Games,N/A,http://www.vgchartz.com//games/boxart/full_7748771JapanFrontccc.jpg,18th Mar 10,12882,DS,http://www.vgchartz.com//games/game.php?id=42882&region=All,Namco Bandai,N/A,N/A,Crayon Shin-Chan: Obaka Daininden - Susume! Kasukabe Ninja Tai!-:-DS,0.07
1528,Sports Interactive,N/A,http://www.vgchartz.com//games/boxart/full_4992227PALFrontccc.jpg,13th Apr 06,19580,PSP,http://www.vgchartz.com//games/game.php?id=29596&region=All,Sega,N/A,N/A,Football Manager Handheld-:-PSP,0.01
1529,Key,N/A,http://www.vgchartz.com//games/boxart/full_4387021JapanFrontccc.jpg,19th Feb 09,14509,PSP,http://www.vgchartz.com//games/game.php?id=28501&region=All,Prototype,N/A,N/A,Tomoyo After: It's a Wonderful Life CS Edition-:-PSP,0.04
1530,Tecmo,N/A,http://www.vgchartz.com//games/boxart/full_8374378AmericaFrontccc.jpg,01st Mar 00,15223,PS,http://www.vgchartz.com//games/game.php?id=31162&region=All,Tecmo,N/A,N/A,Deception III: Dark Delusion-:-PS,0.04
1531,Ubisoft Romania,N/A,http://www.vgchartz.com//games/boxart/full_8511610AmericaFrontccc.jpg,03rd Mar 09,3711,X360,http://www.vgchartz.com//games/game.php?id=20033&region=All,Ubisoft,6.9,N/A,Tom Clancy's HAWX-:-X360,0.58
1532,Capcom,N/A,http://www.vgchartz.com//games/boxart/full_585428AmericaFrontccc.jpg,29th Aug 17,8588,PS4,http://www.vgchartz.com//games/game.php?id=166961&region=All,Capcom,7.2,N/A,Resident Evil: Revelations-:-PS4,0.18
1533,Ronin Entertainment,N/A,http://www.vgchartz.com//games/boxart/full_4104485AmericaFrontccc.jpg,01st Jul 02,6204,XB,http://www.vgchartz.com//games/game.php?id=261&region=All,Universal Interactive,N/A,N/A,Bruce Lee: Quest of the Dragon-:-XB,0.31
1534,Media Kite,N/A,http://www.vgchartz.com//games/boxart/full_6942582JapanFrontccc.jpg,24th May 07,11892,DS,http://www.vgchartz.com//games/game.php?id=3630&region=All,Nintendo,N/A,N/A,Kurikin: Nano Island Story-:-DS,0.09
1535,Level 5,N/A,http://www.vgchartz.com//games/boxart/full_1013332JapanFrontccc.jpg,31st May 12,14170,3DS,http://www.vgchartz.com//games/game.php?id=70801&region=All,Level 5,N/A,N/A,Guild 01-:-3DS,0.05
1536,Visual Impact,N/A,http://www.vgchartz.com//games/boxart/full_4470923AmericaFrontccc.jpg,03rd Nov 05,13492,GBA,http://www.vgchartz.com//games/game.php?id=26889&region=All,"Destination Software, Inc",N/A,N/A,Ford Racing 3-:-GBA,0.06
1537,Matrix Software / RED Entertainment,N/A,http://www.vgchartz.com//games/boxart/full_2102705AmericaFrontccc.jpg,27th Oct 09,8440,DS,http://www.vgchartz.com//games/game.php?id=28940&region=All,Ignition Entertainment,7.2,8.2,Nostalgia-:-DS,0.19
1538,Milestone,N/A,http://www.vgchartz.com//games/boxart/full_822173AmericaFrontccc.jpg,20th Jun 17,8914,PS4,http://www.vgchartz.com//games/game.php?id=158276&region=All,Milestone,N/A,N/A,MXGP 3: The Official Motocross Videogame-:-PS4,0.17
1539,Nippon Ichi Software,N/A,http://www.vgchartz.com//games/boxart/full_6633652AmericaFrontccc.jpg,13th Feb 18,15921,NS,http://www.vgchartz.com//games/game.php?id=220658&region=All,NIS America,N/A,N/A,The Longest 5 Minutes-:-NS,0.03
1540,Core Design Ltd.,N/A,http://www.vgchartz.com//games/boxart/full_2833944AmericaFrontccc.jpg,01st Jan 95,8454,PS,http://www.vgchartz.com//games/game.php?id=29844&region=All,Core Design Ltd.,N/A,N/A,ThunderStrike 2-:-PS,0.19
1541,United Front Games,N/A,http://www.vgchartz.com//games/boxart/full_6913437AmericaFrontccc.jpg,14th Oct 14,4739,PS4,http://www.vgchartz.com//games/game.php?id=84724&region=All,Square Enix,N/A,N/A,Sleeping Dogs: Definitive Edition-:-PS4,0.44
1542,Otomate,N/A,http://www.vgchartz.com//games/boxart/full_8316243JapanFrontccc.jpg,20th Aug 15,17280,PSV,http://www.vgchartz.com//games/game.php?id=85895&region=All,Idea Factory,N/A,N/A,Reine des Fleurs-:-PSV,0.02
1543,Eighting,N/A,http://www.vgchartz.com//games/boxart/full_1941770JapanFrontccc.png,07th Dec 17,15729,PS4,http://www.vgchartz.com//games/game.php?id=220489&region=All,Namco Bandai Games,N/A,N/A,Kamen Rider: Climax Fighters-:-PS4,0.03
1544,Arc Developments,N/A,http://www.vgchartz.com//games/boxart/full_world-cup-golf-professional-edition_9PALFront.jpg,01st Jan 96,10248,PS,http://www.vgchartz.com//games/game.php?id=47729&region=All,U.S. Gold,N/A,N/A,World Cup Golf: Professional Edition-:-PS,0.13
1545,Little Orbit,N/A,http://www.vgchartz.com//games/boxart/full_843112PALFrontccc.jpg,01st Dec 15,19331,XOne,http://www.vgchartz.com//games/game.php?id=86330&region=All,Little Orbit,N/A,N/A,Kung Fu Panda: Showdown of Legendary Legends-:-XOne,0.01
1546,DreamFactory,N/A,http://www.vgchartz.com//games/boxart/5073712ccc.jpg,20th Mar 03,11148,XB,http://www.vgchartz.com//games/game.php?id=2560&region=All,TDK Mediactive,N/A,N/A,UFC: Tapout 2-:-XB,0.1
1547,Midway Games,N/A,http://www.vgchartz.com//games/boxart/full_2062154AmericaFrontccc.jpg,01st Mar 05,10866,GC,http://www.vgchartz.com//games/game.php?id=5387&region=All,Midway Games,7.2,N/A,Mortal Kombat: Deception-:-GC,0.11
1548,Yuke's,N/A,http://www.vgchartz.com//games/boxart/3194073ccc.jpg,21st Nov 00,474,PS,http://www.vgchartz.com//games/game.php?id=6533&region=All,THQ,8.7,N/A,WWF SmackDown! 2: Know Your Role-:-PS,3.2
1549,EA Redwood Shores,N/A,http://www.vgchartz.com//games/boxart/1046553ccc.jpg,30th Oct 07,2525,PS3,http://www.vgchartz.com//games/game.php?id=12469&region=All,Electronic Arts,7.5,N/A,The Simpsons Game-:-PS3,0.89
1550,High Voltage Software,N/A,http://www.vgchartz.com//games/boxart/7866850ccc.jpg,11th Oct 05,11352,PS2,http://www.vgchartz.com//games/game.php?id=4965&region=All,Global Star Software,N/A,N/A,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.-:-PS2,0.1
1551,Omega Force,N/A,http://www.vgchartz.com//games/boxart/full_3440689JapanFrontccc.jpg,23rd Nov 16,16412,PS3,http://www.vgchartz.com//games/game.php?id=147205&region=All,Tecmo Koei,N/A,N/A,Samurai Warriors: Sanada Maru-:-PS3,0.02
1552,Attention To Detail,N/A,http://www.vgchartz.com//games/boxart/full_3545990AmericaFrontccc.jpg,27th Sep 01,10199,PS2,http://www.vgchartz.com//games/game.php?id=43635&region=All,LEGO Media,N/A,N/A,LEGO Racers 2-:-PS2,0.13
1553,Sony Computer Entertainment,N/A,http://www.vgchartz.com//games/boxart/full_reality-fighters_355PALFront.jpg,13th Mar 12,10084,PSV,http://www.vgchartz.com//games/game.php?id=51807&region=All,Sony Computer Entertainment,N/A,N/A,Reality Fighters-:-PSV,0.13
1554,NovaLogic,N/A,http://www.vgchartz.com//games/boxart/full_9190191AmericaFrontccc.jpg,18th Aug 09,17351,PC,http://www.vgchartz.com//games/game.php?id=39678&region=All,NovaLogic,N/A,N/A,Joint Operations: Combined Arms-:-PC,0.02
1555,Square Enix,N/A,http://www.vgchartz.com//games/boxart/full_957387AmericaFrontccc.jpg,23rd Jun 15,8857,PS4,http://www.vgchartz.com//games/game.php?id=85725&region=All,Square Enix,N/A,N/A,Final Fantasy XIV: Heavensward-:-PS4,0.17
1556,WizarBox,N/A,http://www.vgchartz.com//games/boxart/full_captain-morgane-and-the-golden-turtle_477PALFront.jpg,03rd Feb 12,16137,DS,http://www.vgchartz.com//games/game.php?id=54122&region=All,Reef Entertainment,N/A,N/A,Captain Morgane and the Golden Turtle-:-DS,0.03
1557,Activision,N/A,http://www.vgchartz.com//games/boxart/full_cabelas-north-american-adventures_1AmericaFront.jpg,14th Sep 10,8134,Wii,http://www.vgchartz.com//games/game.php?id=46713&region=All,Activision,N/A,N/A,Cabela's North American Adventures-:-Wii,0.2
1558,Starbreeze Studios,N/A,http://www.vgchartz.com//games/boxart/full_3017781AmericaFrontccc.jpg,29th Jul 02,9797,XB,http://www.vgchartz.com//games/game.php?id=645&region=All,Conspiracy Entertainment,N/A,N/A,Enclave-:-XB,0.14
1559,Rainbow Studios,N/A,http://www.vgchartz.com//games/boxart/5958443ccc.jpg,24th Mar 05,5164,XB,http://www.vgchartz.com//games/game.php?id=1460&region=All,THQ,N/A,N/A,MX vs. ATV Unleashed-:-XB,0.4
1560,"ASK Co. Ltd., Ornith",N/A,http://www.vgchartz.com//games/boxart/full_2659278AmericaFrontccc.jpg,29th Feb 00,6682,PS2,http://www.vgchartz.com//games/game.php?id=26938&region=All,Take-Two Interactive,N/A,N/A,Q-Ball: Billiards Master-:-PS2,0.27
1561,HAL Laboratory,N/A,http://www.vgchartz.com//games/boxart/full_kirby-mass-attack_779AmericaFront.jpg,19th Sep 11,2246,DS,http://www.vgchartz.com//games/game.php?id=50862&region=All,Nintendo,8.4,N/A,Kirby: Mass Attack-:-DS,1.22
1562,Griptonite Games,N/A,http://www.vgchartz.com//games/boxart/full_1268117AmericaFrontccc.jpg,21st Oct 08,11381,DS,http://www.vgchartz.com//games/game.php?id=19586&region=All,Activision,7.9,N/A,Spider-Man: Web of Shadows-:-DS,0.1
1563,Gorilla Systems,N/A,http://www.vgchartz.com//games/boxart/full_25567AmericaFrontccc.jpg,24th Nov 08,6537,DS,http://www.vgchartz.com//games/game.php?id=19972&region=All,THQ,N/A,N/A,All Star Cheer Squad-:-DS,0.28
1564,Sports Interactive,N/A,http://www.vgchartz.com//games/boxart/full_5515667PALFrontccc.jpg,N/A,20109,PSP,http://www.vgchartz.com//games/game.php?id=29598&region=All,Unknown,8.1,N/A,Football Manager Handheld 2007-:-PSP,0.01
1565,Tecmo,N/A,http://www.vgchartz.com//games/boxart/full_4009500AmericaFrontccc.jpg,10th Dec 00,15514,PS,http://www.vgchartz.com//games/game.php?id=34382&region=All,Tecmo,N/A,N/A,Monster Rancher Hop-A-Bout-:-PS,0.03
1566,Tigon,N/A,http://www.vgchartz.com//games/boxart/full_5446154AmericaFrontccc.jpg,04th Nov 08,14294,X360,http://www.vgchartz.com//games/game.php?id=28755&region=All,Activision,N/A,N/A,Secret Service-:-X360,0.05
